query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
PPGIJJGB_04507,1448139.AI20_18915,3.79e-292,797.0,"COG0348@1|root,COG0348@2|Bacteria,1MY5M@1224|Proteobacteria,1RZJP@1236|Gammaproteobacteria",2|Bacteria,C,"PFAM 4Fe-4S ferredoxin, iron-sulfur binding domain protein",yccM,"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0031224,GO:0043167,GO:0043169,GO:0044425,GO:0044464,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071944",-,-,-,-,-,-,-,-,-,-,"Fer4,Fer4_10,Fer4_5"
PPGIJJGB_04508,380703.AHA_0121,2.26e-80,238.0,"COG3615@1|root,COG3615@2|Bacteria,1RHB4@1224|Proteobacteria,1S6Q0@1236|Gammaproteobacteria",2|Bacteria,P,"protein domain, possibly involved in tellurite resistance",-,-,-,-,-,-,-,-,-,-,-,-,DUF1971
PPGIJJGB_04509,380703.AHA_0120,1.04e-269,739.0,"COG0446@1|root,COG0446@2|Bacteria,1NR3M@1224|Proteobacteria,1RQ07@1236|Gammaproteobacteria,1Y4DU@135624|Aeromonadales",2|Bacteria,C,One of at least two accessory proteins for anaerobic nitric oxide (NO) reductase. Reduces the rubredoxin moiety of NO reductase,norW,"GO:0000166,GO:0000302,GO:0001505,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0010035,GO:0015044,GO:0016491,GO:0016730,GO:0016731,GO:0017144,GO:0033554,GO:0034599,GO:0034614,GO:0034641,GO:0035690,GO:0036094,GO:0042133,GO:0042135,GO:0042221,GO:0042493,GO:0042737,GO:0043167,GO:0043168,GO:0044237,GO:0044248,GO:0044270,GO:0044424,GO:0044464,GO:0046209,GO:0046210,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071241,GO:0071731,GO:0071732,GO:0072593,GO:0097159,GO:0097366,GO:1901265,GO:1901363,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902170,GO:2001057",1.7.1.15,"ko:K00362,ko:K12265","ko00910,ko01120,ko05132,map00910,map01120,map05132",M00530,R00787,RC00176,"ko00000,ko00001,ko00002,ko01000",-,-,"iEcHS_1320.EcHS_A2847,iSSON_1240.SSON_2855",Pyr_redox_2
PPGIJJGB_04510,1448139.AI20_18930,0.0,984.0,"COG0426@1|root,COG1773@1|root,COG0426@2|Bacteria,COG1773@2|Bacteria,1N731@1224|Proteobacteria,1SC8Q@1236|Gammaproteobacteria,1Y5DC@135624|Aeromonadales",2|Bacteria,C,"uses NADH to detoxify nitric oxide (NO), protecting several 4Fe-4S NO-sensitive enzymes. Has at least 2 reductase partners, only one of which (NorW, flavorubredoxin reductase) has been identified. NO probably binds to the di-iron center",norV,"GO:0000166,GO:0000302,GO:0001505,GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006091,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009055,GO:0009056,GO:0009987,GO:0010035,GO:0010181,GO:0016043,GO:0016491,GO:0016661,GO:0016662,GO:0016966,GO:0017144,GO:0022607,GO:0022900,GO:0032553,GO:0034641,GO:0036094,GO:0042133,GO:0042135,GO:0042221,GO:0042493,GO:0042737,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043933,GO:0044085,GO:0044237,GO:0044248,GO:0044270,GO:0044424,GO:0044464,GO:0046209,GO:0046210,GO:0046872,GO:0046914,GO:0048037,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055114,GO:0065003,GO:0065007,GO:0065008,GO:0071731,GO:0071840,GO:0072593,GO:0097159,GO:0097366,GO:0097367,GO:1901265,GO:1901363,GO:1901698,GO:1901700,GO:2001057",1.6.3.4,"ko:K12264,ko:K22405","ko05132,map05132",-,-,-,"ko00000,ko00001,ko01000",-,-,"iE2348C_1286.E2348C_2967,iECED1_1282.ECED1_3159","Flavin_Reduct,Flavodoxin_1,Lactamase_B,Rubredoxin"
PPGIJJGB_04511,380703.AHA_0118,0.0,981.0,"COG3604@1|root,COG3604@2|Bacteria,1QTT3@1224|Proteobacteria,1T1G7@1236|Gammaproteobacteria,1Y51D@135624|Aeromonadales",2|Bacteria,K,"Required for the expression of anaerobic nitric oxide (NO) reductase, acts as a transcriptional activator for at least the norVW operon. Activation also requires sigma-54",norR,"GO:0000166,GO:0000976,GO:0000984,GO:0001017,GO:0001067,GO:0001130,GO:0001150,GO:0001151,GO:0001158,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005506,GO:0005515,GO:0005524,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008134,GO:0008144,GO:0008150,GO:0008152,GO:0008198,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0017076,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030554,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031334,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035326,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043254,GO:0043565,GO:0044087,GO:0044089,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045893,GO:0045935,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0070026,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:0140110,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2000142,GO:2000144,GO:2001141",-,"ko:K02584,ko:K12146,ko:K12266","ko02020,ko05132,map02020,map05132",-,-,-,"ko00000,ko00001,ko03000",-,-,-,"GAF,GAF_2,HTH_8,Sigma54_activat"
PPGIJJGB_04512,1448139.AI20_18940,7.14e-166,464.0,"COG2188@1|root,COG2188@2|Bacteria,1MUEB@1224|Proteobacteria,1RN2J@1236|Gammaproteobacteria,1Y5T7@135624|Aeromonadales",2|Bacteria,K,UTRA domain,yidP,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0003824,GO:0004553,GO:0005215,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0008643,GO:0008982,GO:0009058,GO:0009059,GO:0009401,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0015144,GO:0016020,GO:0016021,GO:0016070,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016772,GO:0016773,GO:0016787,GO:0016798,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022804,GO:0022857,GO:0031224,GO:0031323,GO:0031326,GO:0032774,GO:0034219,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044425,GO:0044464,GO:0046483,GO:0046872,GO:0050789,GO:0050794,GO:0051171,GO:0051179,GO:0051234,GO:0051252,GO:0055085,GO:0055114,GO:0060255,GO:0065007,GO:0071702,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",-,"ko:K03482,ko:K03710,ko:K11922",-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,UTRA"
PPGIJJGB_04513,1448139.AI20_18945,0.0,1025.0,"COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1MU2P@1224|Proteobacteria,1RNF4@1236|Gammaproteobacteria,1Y51Y@135624|Aeromonadales",2|Bacteria,G,"phosphotransferase system, EIIB",glvC,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006793,GO:0006796,GO:0006810,GO:0008150,GO:0008152,GO:0008643,GO:0008982,GO:0009401,GO:0009987,GO:0015144,GO:0016020,GO:0016021,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0031224,GO:0034219,GO:0044237,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944","2.7.1.193,2.7.1.199,2.7.1.201,2.7.1.208,2.7.1.211","ko:K02749,ko:K02750,ko:K02778,ko:K02779,ko:K02790,ko:K02791,ko:K02803,ko:K02804,ko:K02809,ko:K02810,ko:K02818,ko:K02819","ko00010,ko00500,ko00520,ko02060,ko05111,map00010,map00500,map00520,map02060,map05111","M00265,M00266,M00267,M00268,M00269,M00270","R00811,R02738,R02780,R04111,R05199","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.1.1.1,4.A.1.1.10,4.A.1.1.15,4.A.1.1.16,4.A.1.1.2,4.A.1.1.3,4.A.1.1.4,4.A.1.1.5,4.A.1.1.7,4.A.1.1.8,4.A.1.2.1,4.A.1.2.10,4.A.1.2.12,4.A.1.2.13,4.A.1.2.4,4.A.1.2.8,4.A.1.2.9",-,-,"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
PPGIJJGB_04514,1448139.AI20_18950,0.0,884.0,"COG1486@1|root,COG1486@2|Bacteria,1NI6G@1224|Proteobacteria,1RYKZ@1236|Gammaproteobacteria,1Y543@135624|Aeromonadales",2|Bacteria,G,Family 4 glycosyl hydrolase,aglB,"GO:0003674,GO:0003824,GO:0004553,GO:0005488,GO:0005975,GO:0008150,GO:0008152,GO:0015926,GO:0016491,GO:0016614,GO:0016616,GO:0016787,GO:0016798,GO:0043167,GO:0043169,GO:0044238,GO:0046872,GO:0050081,GO:0055114,GO:0071704","3.2.1.122,3.2.1.86","ko:K01222,ko:K01232","ko00010,ko00500,map00010,map00500",-,"R00837,R00838,R00839,R05133,R05134,R06113","RC00049,RC00171,RC00714","ko00000,ko00001,ko01000",-,"GH4,GT4",-,"Glyco_hydro_4,Glyco_hydro_4C"
PPGIJJGB_04515,1448139.AI20_18955,5.29e-238,654.0,"COG1609@1|root,COG1609@2|Bacteria,1MVUR@1224|Proteobacteria,1RN2K@1236|Gammaproteobacteria,1Y3F3@135624|Aeromonadales",2|Bacteria,K,periplasmic binding protein LacI transcriptional regulator,purR,"GO:0001130,GO:0001131,GO:0001141,GO:0001217,GO:0002054,GO:0002057,GO:0002060,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006140,GO:0006163,GO:0006164,GO:0006351,GO:0006355,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009117,GO:0009165,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010563,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019637,GO:0030808,GO:0030809,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0036094,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0045936,GO:0045980,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051174,GO:0051252,GO:0051253,GO:0055086,GO:0060255,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0072521,GO:0072522,GO:0080090,GO:0090304,GO:0090407,GO:0097159,GO:0097659,GO:0140110,GO:1900371,GO:1900372,GO:1900542,GO:1900543,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,"ko:K02529,ko:K03604",-,-,-,-,"ko00000,ko03000",-,-,-,"LacI,Peripla_BP_3"
PPGIJJGB_04516,1448139.AI20_18960,1.21e-265,728.0,"COG0683@1|root,COG0683@2|Bacteria,1MWJ1@1224|Proteobacteria,1RP5V@1236|Gammaproteobacteria,1Y3S4@135624|Aeromonadales",2|Bacteria,E,Leucine ABC transporter subunit substrate-binding protein LivK,livK,"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0015711,GO:0015803,GO:0015804,GO:0015818,GO:0015820,GO:0015829,GO:0015849,GO:0016597,GO:0030288,GO:0030313,GO:0031406,GO:0031975,GO:0036094,GO:0042597,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0070728,GO:0071702,GO:0071705",-,ko:K01999,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,"iECNA114_1301.ECNA114_3569,iECSF_1327.ECSF_3279,iECs_1301.ECs4309,iEcSMS35_1347.EcSMS35_3743,iG2583_1286.G2583_4163,iSFxv_1172.SFxv_3794,iSSON_1240.SSON_3698,iS_1188.S4285,iUTI89_1310.UTI89_C3965,iYL1228.KPN_03820,iZ_1308.Z4834",Peripla_BP_6
PPGIJJGB_04517,1448139.AI20_18965,4.15e-206,572.0,"COG0559@1|root,COG0559@2|Bacteria,1MU25@1224|Proteobacteria,1RNDV@1236|Gammaproteobacteria,1Y3ZG@135624|Aeromonadales",2|Bacteria,P,Belongs to the binding-protein-dependent transport system permease family,livH,"GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015173,GO:0015175,GO:0015179,GO:0015188,GO:0015190,GO:0015192,GO:0015238,GO:0015318,GO:0015658,GO:0015711,GO:0015801,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015820,GO:0015823,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0043090,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0089718,GO:0098655,GO:0098656,GO:0098657,GO:0098713,GO:0098739,GO:1902475,GO:1903714,GO:1903785,GO:1903825,GO:1905039",-,ko:K01997,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,"iSFV_1184.SFV_3460,iSF_1195.SF3475,iSFxv_1172.SFxv_3791,iS_1188.S4288",BPD_transp_2
PPGIJJGB_04518,1448139.AI20_18970,2.12e-291,797.0,"COG4177@1|root,COG4177@2|Bacteria,1MV66@1224|Proteobacteria,1RPTT@1236|Gammaproteobacteria,1Y3K6@135624|Aeromonadales",2|Bacteria,P,Belongs to the binding-protein-dependent transport system permease family,livM,"GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015173,GO:0015175,GO:0015179,GO:0015188,GO:0015192,GO:0015238,GO:0015318,GO:0015658,GO:0015711,GO:0015801,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015823,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903714,GO:1903785,GO:1903825,GO:1905039",-,"ko:K01995,ko:K01998","ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,"iPC815.YPO3806,iSDY_1059.SDY_3605","BPD_transp_2,DUF3382"
PPGIJJGB_04520,1448139.AI20_18980,2.4e-184,512.0,"COG0411@1|root,COG0411@2|Bacteria,1MUTY@1224|Proteobacteria,1RQU2@1236|Gammaproteobacteria,1Y46Y@135624|Aeromonadales",2|Bacteria,E,Branched-chain amino acid ATP-binding cassette transporter,livG,"GO:0000166,GO:0003333,GO:0003674,GO:0003824,GO:0005215,GO:0005304,GO:0005342,GO:0005488,GO:0005524,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008144,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015173,GO:0015175,GO:0015179,GO:0015188,GO:0015192,GO:0015238,GO:0015318,GO:0015658,GO:0015711,GO:0015801,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015823,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022857,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034220,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0097159,GO:0097367,GO:0098655,GO:0098656,GO:1901265,GO:1901363,GO:1902475,GO:1903714,GO:1903785,GO:1903825,GO:1905039",-,"ko:K01995,ko:K01998","ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,iECNA114_1301.ECNA114_3561,"ABC_tran,BCA_ABC_TP_C"
PPGIJJGB_04521,1448139.AI20_18985,2.3e-161,452.0,"COG0410@1|root,COG0410@2|Bacteria,1MVVC@1224|Proteobacteria,1RMK8@1236|Gammaproteobacteria,1Y42Y@135624|Aeromonadales",2|Bacteria,P,Belongs to the ABC transporter superfamily,livF,"GO:0000166,GO:0003333,GO:0003674,GO:0003824,GO:0005215,GO:0005304,GO:0005342,GO:0005488,GO:0005524,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008144,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015188,GO:0015238,GO:0015318,GO:0015658,GO:0015711,GO:0015801,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015823,GO:0015829,GO:0015849,GO:0015893,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022857,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034220,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0097159,GO:0097367,GO:0098655,GO:0098656,GO:1901265,GO:1901363,GO:1902475,GO:1903714,GO:1903785,GO:1903825,GO:1905039",-,ko:K01996,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,"iAPECO1_1312.APECO1_3005,iECs_1301.ECs4301,iSSON_1240.SSON_3692,iUTI89_1310.UTI89_C3961,iYL1228.KPN_03816,iZ_1308.Z4824","ABC_tran,BCA_ABC_TP_C"
PPGIJJGB_04522,1448139.AI20_18990,3.21e-208,574.0,"COG2207@1|root,COG2207@2|Bacteria,1R3ZW@1224|Proteobacteria,1S2Y4@1236|Gammaproteobacteria,1Y5QC@135624|Aeromonadales",2|Bacteria,K,AraC family transcriptional regulator,ybfI,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",-,-,-,-,-,-,-,-,-,-,"AraC_binding,HTH_18,HTH_AraC"
PPGIJJGB_04523,1448139.AI20_18995,1.08e-132,378.0,"COG1280@1|root,COG1280@2|Bacteria,1RASZ@1224|Proteobacteria,1S6Z9@1236|Gammaproteobacteria,1Y5X1@135624|Aeromonadales",2|Bacteria,E,LysE type translocator,eamB,-,-,-,-,-,-,-,-,-,-,-,LysE
PPGIJJGB_04524,1448139.AI20_19000,1.11e-75,225.0,"COG0607@1|root,COG0607@2|Bacteria,1MZPW@1224|Proteobacteria,1S94C@1236|Gammaproteobacteria,1Y4QP@135624|Aeromonadales",2|Bacteria,P,"Catalyzes, although with low efficiency, the sulfur transfer reaction from thiosulfate to cyanide",glpE,"GO:0003674,GO:0003824,GO:0004792,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0016740,GO:0016782,GO:0016783,GO:0044424,GO:0044464",2.8.1.1,"ko:K02439,ko:K07390","ko00920,ko01110,ko01120,map00920,map01110,map01120",-,R01931,-,"ko00000,ko00001,ko01000,ko03029,ko03110",-,-,iECSF_1327.ECSF_3244,"Glutaredoxin,Rhodanese"
PPGIJJGB_04525,1448139.AI20_19005,8.14e-202,558.0,"COG0705@1|root,COG0705@2|Bacteria,1MYPM@1224|Proteobacteria,1RN1K@1236|Gammaproteobacteria,1Y4EW@135624|Aeromonadales",2|Bacteria,S,Cytoplasmic N-terminal domain of rhomboid serine protease,glpG,"GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0005887,GO:0005975,GO:0006066,GO:0006071,GO:0006139,GO:0006351,GO:0006355,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016020,GO:0016021,GO:0016070,GO:0016787,GO:0017171,GO:0018130,GO:0019219,GO:0019222,GO:0019400,GO:0019438,GO:0019538,GO:0019751,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042802,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044271,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140096,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1901615,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141",-,ko:K02441,-,-,-,-,ko00000,-,-,-,"NRho,Rhomboid,Rhomboid_N"
PPGIJJGB_04526,1448139.AI20_19010,0.0,1509.0,"COG2267@1|root,COG2267@2|Bacteria,1QUH9@1224|Proteobacteria,1T1YS@1236|Gammaproteobacteria",2|Bacteria,I,Bacterial virulence factor lipase N-terminal,pla,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0006629,GO:0008150,GO:0008152,GO:0009056,GO:0009279,GO:0016020,GO:0016042,GO:0016298,GO:0016787,GO:0016788,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044238,GO:0044462,GO:0044464,GO:0071704,GO:0071944,GO:1901575",-,-,-,-,-,-,-,-,-,-,"Abhydrolase_1,Abhydrolase_4,DUF3089,Lipase_bact_N"
PPGIJJGB_04527,1448139.AI20_19015,2.76e-50,159.0,"COG2960@1|root,COG2960@2|Bacteria,1N7AH@1224|Proteobacteria,1SCH1@1236|Gammaproteobacteria,1Y4SJ@135624|Aeromonadales",2|Bacteria,S,Membrane fusogenic activity,yqiC,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,ko:K09806,-,-,-,-,ko00000,-,-,-,BMFP
PPGIJJGB_04528,1448139.AI20_19020,5.06e-169,471.0,"COG0543@1|root,COG0543@2|Bacteria,1MV72@1224|Proteobacteria,1RPH5@1236|Gammaproteobacteria,1Y48R@135624|Aeromonadales",2|Bacteria,C,Oxidoreductase NAD-binding domain,fre,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006807,GO:0006810,GO:0006811,GO:0006950,GO:0006979,GO:0008047,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016645,GO:0016646,GO:0016722,GO:0016723,GO:0019538,GO:0030091,GO:0030234,GO:0042592,GO:0042602,GO:0043085,GO:0043170,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0047138,GO:0048878,GO:0050790,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0052875,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055114,GO:0065007,GO:0065008,GO:0065009,GO:0071704,GO:0098771,GO:0098772,GO:1901564","1.16.1.3,1.17.1.1,1.5.1.41","ko:K00523,ko:K02823,ko:K05368,ko:K18248,ko:K20256","ko00240,ko00520,ko00627,ko00740,ko00860,ko01100,ko01120,ko02024,map00240,map00520,map00627,map00740,map00860,map01100,map01120,map02024",M00637,"R00097,R00823,R00825,R03391,R03392,R05705","RC00126,RC00192,RC00220,RC00230","br01602,ko00000,ko00001,ko00002,ko01000",-,-,"iSF_1195.SF3920,iSFxv_1172.SFxv_4273,iS_1188.S3832","FAD_binding_6,Fer2,NAD_binding_1"
